venue,date,time,interested,sold_out,title,desc,url
"Concert Hall, Sydney Opera House",Wed 19 February,8:00pm,No,No,Simone Young conducts Mahler’s Third Symphony,"The eight horns opening Mahler’s Third Symphony set the tone for the monumental drama about to unfold. Bold and glowing, with just a hint of suspense, it’s a riveting introduction to our 2025 Season. With Mahler’s Third, Simone Young brings her formidable experience to the composer’s longest and most ambitious symphony. She commands a full orchestra, two choirs and a vocal soloist to create an unforgettable journey through Mahler’s rich, interconnected worlds. Everything unfolds in an expanding universe of fascinating stories and breathtaking landscapes, from contralto Noa Beinart’s solo in the shimmering, nocturnal fourth movement, to the innocent wonder of the choir of women and children in the fifth movement. This concert throws back the curtain on a magnificent year full of music you’ll love, with moments of startling power and feeling. Don’t miss your chance to hear one of the world’s greatest conductors of Mahler in her element.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-third-symphony
"Concert Hall, Sydney Opera House",Thu 20 February,1:30pm,No,No,Simone Young conducts Mahler’s Third Symphony,"The eight horns opening Mahler’s Third Symphony set the tone for the monumental drama about to unfold. Bold and glowing, with just a hint of suspense, it’s a riveting introduction to our 2025 Season. With Mahler’s Third, Simone Young brings her formidable experience to the composer’s longest and most ambitious symphony. She commands a full orchestra, two choirs and a vocal soloist to create an unforgettable journey through Mahler’s rich, interconnected worlds. Everything unfolds in an expanding universe of fascinating stories and breathtaking landscapes, from contralto Noa Beinart’s solo in the shimmering, nocturnal fourth movement, to the innocent wonder of the choir of women and children in the fifth movement. This concert throws back the curtain on a magnificent year full of music you’ll love, with moments of startling power and feeling. Don’t miss your chance to hear one of the world’s greatest conductors of Mahler in her element.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-third-symphony
"Concert Hall, Sydney Opera House",Fri 21 February,8:00pm,No,No,Simone Young conducts Mahler’s Third Symphony,"The eight horns opening Mahler’s Third Symphony set the tone for the monumental drama about to unfold. Bold and glowing, with just a hint of suspense, it’s a riveting introduction to our 2025 Season. With Mahler’s Third, Simone Young brings her formidable experience to the composer’s longest and most ambitious symphony. She commands a full orchestra, two choirs and a vocal soloist to create an unforgettable journey through Mahler’s rich, interconnected worlds. Everything unfolds in an expanding universe of fascinating stories and breathtaking landscapes, from contralto Noa Beinart’s solo in the shimmering, nocturnal fourth movement, to the innocent wonder of the choir of women and children in the fifth movement. This concert throws back the curtain on a magnificent year full of music you’ll love, with moments of startling power and feeling. Don’t miss your chance to hear one of the world’s greatest conductors of Mahler in her element.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-third-symphony
"Concert Hall, Sydney Opera House",Sat 22 February,8:00pm,No,No,Simone Young conducts Mahler’s Third Symphony,"The eight horns opening Mahler’s Third Symphony set the tone for the monumental drama about to unfold. Bold and glowing, with just a hint of suspense, it’s a riveting introduction to our 2025 Season. With Mahler’s Third, Simone Young brings her formidable experience to the composer’s longest and most ambitious symphony. She commands a full orchestra, two choirs and a vocal soloist to create an unforgettable journey through Mahler’s rich, interconnected worlds. Everything unfolds in an expanding universe of fascinating stories and breathtaking landscapes, from contralto Noa Beinart’s solo in the shimmering, nocturnal fourth movement, to the innocent wonder of the choir of women and children in the fifth movement. This concert throws back the curtain on a magnificent year full of music you’ll love, with moments of startling power and feeling. Don’t miss your chance to hear one of the world’s greatest conductors of Mahler in her element.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-third-symphony
"Concert Hall, Sydney Opera House",Fri 28 February,7:00pm,No,No,Simone Young conducts Elgar & Vaughan Williams,"Experience the best of British with two rare gems by Elgar and Vaughan Williams, masterfully led by Chief Conductor Simone Young, alongside the world premiere of Australian composer Carl Vine’s Dreams Undreamt. With its intertwining passages of mystery and nostalgia this is music of emotional depth, and the memory of the ethereal melody in the second movement will linger long after the final note fades. The Sydney Symphony Orchestra’s ‘charismatic and brilliant’ (The Sunday Times) Concertmaster Andrew Haveron takes centre stage as soloist in this exquisite concerto. As Vaughan Williams’ Pastoral Symphony weaves its lush tapestry, a solo trumpet elegy recalling the Last Post reminds us that these exquisite images are anchored in the composer’s experiences of the First World War. It’s a poignant moment that strikes at the heart and powerfully demonstrates the way beauty and sadness are often inextricably linked. After rave reviews for her interpretation of Vaughan Williams’ Eighth Symphony in 2023, Simone Young continues her exploration of the music of this great English composer and paints a picture in sound that will be hard to resist.",https://www.sydneysymphony.com/concerts/simone-young-conducts-elgar-vaughan-williams
"Concert Hall, Sydney Opera House",Sat 01 March,7:00pm,No,No,Simone Young conducts Elgar & Vaughan Williams,"Experience the best of British with two rare gems by Elgar and Vaughan Williams, masterfully led by Chief Conductor Simone Young, alongside the world premiere of Australian composer Carl Vine’s Dreams Undreamt. With its intertwining passages of mystery and nostalgia this is music of emotional depth, and the memory of the ethereal melody in the second movement will linger long after the final note fades. The Sydney Symphony Orchestra’s ‘charismatic and brilliant’ (The Sunday Times) Concertmaster Andrew Haveron takes centre stage as soloist in this exquisite concerto. As Vaughan Williams’ Pastoral Symphony weaves its lush tapestry, a solo trumpet elegy recalling the Last Post reminds us that these exquisite images are anchored in the composer’s experiences of the First World War. It’s a poignant moment that strikes at the heart and powerfully demonstrates the way beauty and sadness are often inextricably linked. After rave reviews for her interpretation of Vaughan Williams’ Eighth Symphony in 2023, Simone Young continues her exploration of the music of this great English composer and paints a picture in sound that will be hard to resist.",https://www.sydneysymphony.com/concerts/simone-young-conducts-elgar-vaughan-williams
"Concert Hall, Sydney Opera House",Sun 02 March,2:00pm,No,No,Simone Young conducts Elgar & Vaughan Williams,"Experience the best of British with two rare gems by Elgar and Vaughan Williams, masterfully led by Chief Conductor Simone Young, alongside the world premiere of Australian composer Carl Vine’s Dreams Undreamt. With its intertwining passages of mystery and nostalgia this is music of emotional depth, and the memory of the ethereal melody in the second movement will linger long after the final note fades. The Sydney Symphony Orchestra’s ‘charismatic and brilliant’ (The Sunday Times) Concertmaster Andrew Haveron takes centre stage as soloist in this exquisite concerto. As Vaughan Williams’ Pastoral Symphony weaves its lush tapestry, a solo trumpet elegy recalling the Last Post reminds us that these exquisite images are anchored in the composer’s experiences of the First World War. It’s a poignant moment that strikes at the heart and powerfully demonstrates the way beauty and sadness are often inextricably linked. After rave reviews for her interpretation of Vaughan Williams’ Eighth Symphony in 2023, Simone Young continues her exploration of the music of this great English composer and paints a picture in sound that will be hard to resist.",https://www.sydneysymphony.com/concerts/simone-young-conducts-elgar-vaughan-williams
"Concert Hall, Sydney Opera House",Thu 06 March,7:00pm,No,No,James Ehnes performs Brahms’ Violin Concerto,"The soaring first movement of Brahms’ Violin Concerto is worth the price of admission alone. It’s a breathtaking introduction to one of the most incredible concertos ever written. And in the hands of Canadian violin virtuoso James Ehnes, it leaps off the stage. Rising star Finnegan Downie Dear, a protégé of Simone Young, conducts Ehnes in this concert of evocative works by master storytellers. He takes us from the Hungarian folk music-infused passages of Brahms’ concerto to Rimsky-Korsakov’s spirited Capriccio espagnol, complete with violins and cellos imitating Spanish guitars. And kicking off a year of celebrations for the 150th birthday of the great French composer Maurice Ravel (born 7 March 1875), his Mother Goose – with its cast of fairy-tale characters including Sleeping Beauty, Tom Thumb and Beauty and the Beast – captures his trademark charm and rich orchestral colour. Enchanting from start to finish.",https://www.sydneysymphony.com/concerts/james-ehnes-brahms-violin-concerto
"Concert Hall, Sydney Opera House",Fri 07 March,11:00am,No,No,James Ehnes performs Brahms’ Violin Concerto,"The soaring first movement of Brahms’ Violin Concerto is worth the price of admission alone. It’s a breathtaking introduction to one of the most incredible concertos ever written. And in the hands of Canadian violin virtuoso James Ehnes, it leaps off the stage. Rising star Finnegan Downie Dear, a protégé of Simone Young, conducts Ehnes in this concert of evocative works by master storytellers. He takes us from the Hungarian folk music-infused passages of Brahms’ concerto to Rimsky-Korsakov’s spirited Capriccio espagnol, complete with violins and cellos imitating Spanish guitars. And kicking off a year of celebrations for the 150th birthday of the great French composer Maurice Ravel (born 7 March 1875), his Mother Goose – with its cast of fairy-tale characters including Sleeping Beauty, Tom Thumb and Beauty and the Beast – captures his trademark charm and rich orchestral colour. Enchanting from start to finish.",https://www.sydneysymphony.com/concerts/james-ehnes-brahms-violin-concerto
"Utzon Room, Sydney Opera House",Fri 07 March,6:00pm,No,No,Boccherini & Berwald,"Discover two seldom-performed gems by Luigi Boccherini and Franz Berwald in this chamber music concert full of beautiful melodies, performed in the Sydney Opera House Utzon Room. Liszt once told Berwald, ‘You have true originality, but you will not be a success in your own lifetime.’ This proved sadly accurate, but nearly 150 years after his death Berwald’s music is finally getting the attention it deserves. The music of Italian composer Luigi Boccherini undoubtedly comes from the Classical era of Haydn and Mozart, brimming with energy and verve. This String Quintet is charming and optimistic, with rich, five-part harmonies that remind us that Boccherini was a virtuoso cellist as well as composer, and greatly expanded the expressive potential of his instrument – especially in chamber music.",https://www.sydneysymphony.com/concerts/boccherini-berwald
