venue,date,time,interested,sold_out,title,desc,url
"Concert Hall, Sydney Opera House",Fri 03 February,7:00pm,No,No,Harry Potter and the Deathly HallowsTM Part 1 in Concert,"Experience the loss and the love of this series’ finish all over again as Harry and his friends rush to face the Dark Lord VoldemortTM for the last time. With the full film set to the Sydney Symphony Orchestra performing live, the final battle for HogwartsTM School of Witchcraft and Wizardry has never been so emotional.",https://www.sydneysymphony.com/concerts/harry-potter-and-the-deathly-hallows-part-1
"Concert Hall, Sydney Opera House",Sat 04 February,2:00pm,No,No,Harry Potter and the Deathly HallowsTM Part 1 in Concert,"Experience the loss and the love of this series’ finish all over again as Harry and his friends rush to face the Dark Lord VoldemortTM for the last time. With the full film set to the Sydney Symphony Orchestra performing live, the final battle for HogwartsTM School of Witchcraft and Wizardry has never been so emotional.",https://www.sydneysymphony.com/concerts/harry-potter-and-the-deathly-hallows-part-1
"Concert Hall, Sydney Opera House",Sat 04 February,7:00pm,No,No,Harry Potter and the Deathly HallowsTM Part 1 in Concert,"Experience the loss and the love of this series’ finish all over again as Harry and his friends rush to face the Dark Lord VoldemortTM for the last time. With the full film set to the Sydney Symphony Orchestra performing live, the final battle for HogwartsTM School of Witchcraft and Wizardry has never been so emotional.",https://www.sydneysymphony.com/concerts/harry-potter-and-the-deathly-hallows-part-1
"Concert Hall, Sydney Opera House",Sun 05 February,2:00pm,No,No,Harry Potter and the Deathly HallowsTM Part 1 in Concert,"Experience the loss and the love of this series’ finish all over again as Harry and his friends rush to face the Dark Lord VoldemortTM for the last time. With the full film set to the Sydney Symphony Orchestra performing live, the final battle for HogwartsTM School of Witchcraft and Wizardry has never been so emotional.",https://www.sydneysymphony.com/concerts/harry-potter-and-the-deathly-hallows-part-1
"Concert Hall, Sydney Opera House",Wed 08 February,8:00pm,No,No,Simone Young conducts Mahler's First Symphony,"Mahler famously wrote that a symphony must be “like the world” and embrace everything. His First Symphony realises that bold ambition. This is an evocative masterpiece, drawn with celebrated skill by our Chief Conductor Simone Young. Her passion and depth of experience will immerse you in the vast world of this symphony, where Mahler shifts between panoramic and personal, filling every space in between. Birds soar high above the sounds of alpine horns with valleys, forests and bustling villages below.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-first-symphony
"Concert Hall, Sydney Opera House",Thu 09 February,1:30pm,No,No,Simone Young conducts Mahler's First Symphony,"Mahler famously wrote that a symphony must be “like the world” and embrace everything. His First Symphony realises that bold ambition. This is an evocative masterpiece, drawn with celebrated skill by our Chief Conductor Simone Young. Her passion and depth of experience will immerse you in the vast world of this symphony, where Mahler shifts between panoramic and personal, filling every space in between. Birds soar high above the sounds of alpine horns with valleys, forests and bustling villages below.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-first-symphony
"Concert Hall, Sydney Opera House",Fri 10 February,8:00pm,No,No,Simone Young conducts Mahler's First Symphony,"Mahler famously wrote that a symphony must be “like the world” and embrace everything. His First Symphony realises that bold ambition. This is an evocative masterpiece, drawn with celebrated skill by our Chief Conductor Simone Young. Her passion and depth of experience will immerse you in the vast world of this symphony, where Mahler shifts between panoramic and personal, filling every space in between. Birds soar high above the sounds of alpine horns with valleys, forests and bustling villages below.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-first-symphony
"Concert Hall, Sydney Opera House",Sat 11 February,8:00pm,No,No,Simone Young conducts Mahler's First Symphony,"Mahler famously wrote that a symphony must be “like the world” and embrace everything. His First Symphony realises that bold ambition. This is an evocative masterpiece, drawn with celebrated skill by our Chief Conductor Simone Young. Her passion and depth of experience will immerse you in the vast world of this symphony, where Mahler shifts between panoramic and personal, filling every space in between. Birds soar high above the sounds of alpine horns with valleys, forests and bustling villages below.",https://www.sydneysymphony.com/concerts/simone-young-conducts-mahlers-first-symphony
"Concert Hall, Sydney Opera House",Thu 16 February,7:00pm,No,No,Rimsky-Korsakov’s Scheherazade,"From its suspense-filled opening, Scheherazade plunges you into a world of high drama. Colourful scenes unfurl around you, a twist at every turn, all gorgeously carried by musical themes that have influenced artists the world over. Rimsky-Korsakov uses musical cliff-hangers to dazzling effect in his retelling of this classic tale about the power of story to transport us. It’s hard not to be moved by this music, especially with Chief Conductor Simone Young leading us to a place so captivating.",https://www.sydneysymphony.com/concerts/rimsky-korsakovs-scheherazade
"Concert Hall, Sydney Opera House",Fri 17 February,11:00am,No,No,Rimsky-Korsakov’s Scheherazade,"From its suspense-filled opening, Scheherazade plunges you into a world of high drama. Colourful scenes unfurl around you, a twist at every turn, all gorgeously carried by musical themes that have influenced artists the world over. Rimsky-Korsakov uses musical cliff-hangers to dazzling effect in his retelling of this classic tale about the power of story to transport us. It’s hard not to be moved by this music, especially with Chief Conductor Simone Young leading us to a place so captivating.",https://www.sydneysymphony.com/concerts/rimsky-korsakovs-scheherazade
